client_name,timestamp,store_id,review,rating
Kelly Williams,2023-09-01 02:50:33,218,Good value for money.,4
Zachary Hancock,2023-09-03 00:35:52,58,Neither good nor bad.,3
Robert Harper,2023-09-03 21:36:34,523,Pretty good!,4
Alexander Tucker,2023-09-01 03:37:28,429,Won't be my first choice next time.,2
Larry Yang,2023-09-03 04:35:08,223,Wasn't disappointed but wasn't impressed either.,3
Monica Stewart,2023-09-01 14:04:31,49,Good value for money.,4
Bianca Smith,2023-09-02 13:37:09,108,I had a pleasant time.,4
John Leblanc,2023-09-01 07:17:48,6,Highly recommended!,5
Gregory Flores,2023-09-02 16:03:46,275,Won't be my first choice next time.,2
Anthony White,2023-09-02 15:00:32,522,Excellent service!,5
Mariah Sweeney,2023-09-01 17:20:25,533,Had higher expectations.,2
Pamela Golden,2023-09-03 04:59:19,190,I'm satisfied.,4
Tonya King,2023-09-02 17:36:57,361,I regret coming here.,1
Alisha Jackson,2023-09-03 09:05:35,465,Won't come again.,1
Jamie Patel,2023-09-02 08:32:34,461,Very happy!,5
Sue Garcia,2023-09-04 09:23:03,350,Perfect ambiance!,5
Laura Obrien,2023-09-04 21:59:40,63,Won't come again.,1
Chad Dean,2023-09-01 16:08:25,544,Service was swift.,4
Maxwell Dougherty,2023-09-03 07:27:09,169,Okay for the price.,3
Matthew Romero,2023-09-04 05:40:27,376,I regret coming here.,1
Diane Walker,2023-09-02 02:46:30,245,Friendly staff.,4
Tasha Brooks,2023-09-04 12:40:27,527,"Staff was okay, service wasn't.",2
Amy Rodriguez,2023-09-01 22:46:35,335,Impressive attention to detail.,5
Anthony Kim,2023-09-03 05:34:14,67,Unpleasant staff.,1
Kyle Carrillo,2023-09-04 18:22:45,239,Neither good nor bad.,3
Mary Noble,2023-09-03 22:54:10,85,Very happy!,5
Deborah Mclean,2023-09-01 22:03:54,363,I had a pleasant time.,4
Stephanie Nguyen,2023-09-01 11:10:39,204,Wasn't disappointed but wasn't impressed either.,3
Anthony Howard,2023-09-02 00:02:05,134,Expected better.,2
Ian Harris,2023-09-01 17:53:38,78,Impressive attention to detail.,5
Sean Wilson DDS,2023-09-03 19:12:59,30,Excellent service!,5
Miss Vanessa Hernandez,2023-09-02 08:35:53,385,I'm not impressed.,2
Michelle Humphrey,2023-09-02 11:12:53,91,Waste of time.,1
Mr. Matthew Duncan,2023-09-01 11:42:55,330,"Staff was okay, service wasn't.",2
Austin Atkins,2023-09-03 01:13:46,417,Very happy!,5
Victoria Clark,2023-09-04 14:01:01,254,Service was decent.,3
Mark Alvarado,2023-09-03 07:01:35,176,Disastrous visit!,1
Victoria Clark,2023-09-01 10:55:38,323,Couldn't have been better!,5
Rodney Gutierrez,2023-09-01 19:44:48,20,"Staff was okay, service wasn't.",2
Samantha Smith,2023-09-03 19:16:12,174,Will come again.,4
Justin Roberts,2023-09-03 22:54:44,303,Couldn't have been better!,5
Joshua Watson,2023-09-01 06:53:51,305,I had a pleasant time.,4
William Palmer,2023-09-04 18:22:00,77,Could be better.,2
Michael Carter,2023-09-02 00:40:42,438,Very dissatisfied!,1
Robert Hicks,2023-09-04 23:06:48,275,Impressive attention to detail.,5
Gerald Delacruz,2023-09-03 20:43:34,71,Better than I expected!,4
Stephanie Rowe,2023-09-04 00:19:42,144,Typical visit.,3
Ashley Love,2023-09-01 05:31:24,374,Not great.,2
Anthony Wilson,2023-09-03 14:26:32,85,I regret coming here.,1
Christina Dean,2023-09-04 15:53:27,518,Will come again.,4
Alan Blake III,2023-09-02 17:44:34,411,Terrible ambiance.,1
Julie Mcneil,2023-09-01 19:48:58,423,Pretty good!,4
Lonnie Contreras,2023-09-02 15:45:07,68,Might come back.,3
Stephanie Bell,2023-09-04 12:30:11,517,Okay for the price.,3
Jordan Beard,2023-09-04 11:44:36,261,"Staff was okay, service wasn't.",2
Henry Mcintyre PhD,2023-09-02 03:27:34,508,I'm satisfied.,4
Karen Lucas MD,2023-09-04 17:15:16,366,Typical visit.,3
Timothy Small,2023-09-02 12:31:20,106,Good value for money.,4
Robin Cook,2023-09-04 06:14:23,264,Disastrous visit!,1
Tammy Gonzalez,2023-09-02 23:56:00,425,Perfect ambiance!,5
Christina Barker,2023-09-01 13:09:35,503,Service was decent.,3
Anthony White,2023-09-02 08:00:38,459,The worst experience ever!,1
Rachel Flowers,2023-09-04 11:43:34,194,Couldn't have been better!,5
Donna Palmer,2023-09-04 05:28:07,355,Won't be my first choice next time.,2
Victoria Ramsey,2023-09-01 09:54:35,199,I'm not impressed.,2
Michael Christensen,2023-09-04 15:39:02,39,Better than I expected!,4
Chad Nguyen,2023-09-03 13:16:28,425,Very dissatisfied!,1
Daniel Miller,2023-09-02 05:28:19,266,Horrible service!,1
Stephen Guzman,2023-09-02 12:11:20,453,Expected better.,2
Nicole Fuentes,2023-09-04 07:39:20,171,Best experience in a while!,5
Amy Johnson,2023-09-02 00:49:33,532,Quite enjoyable!,4
Marc Butler,2023-09-03 03:07:33,337,I had a pleasant time.,4
Grant Johnson,2023-09-02 12:28:39,394,Took too long.,2
John Wells,2023-09-04 11:23:02,140,I'm satisfied.,4
Lonnie Contreras,2023-09-01 15:43:47,441,Disastrous visit!,1
James Adams,2023-09-02 17:09:10,238,Service was swift.,4
Amanda Cortez,2023-09-01 03:19:31,381,Mediocre at best.,2
Kenneth Smith,2023-09-04 08:59:41,196,I'm satisfied.,4
Kelsey Peck,2023-09-02 07:46:55,158,A bit disappointing.,2
Thomas Johnson,2023-09-04 21:06:52,480,Couldn't have been better!,5
Travis Stephens,2023-09-02 01:33:52,142,Will come again.,4
Paul Torres,2023-09-01 22:37:32,95,I had a pleasant time.,4
Mr. Daniel Coleman,2023-09-03 12:02:10,275,I'm satisfied.,4
Heather Tucker,2023-09-01 10:03:35,223,Wasn't disappointed but wasn't impressed either.,3
Ricardo Miller,2023-09-03 10:59:41,61,I'd recommend this to a friend.,4
Samuel Cabrera,2023-09-04 21:30:37,510,Waste of time.,1
Cory Martin DVM,2023-09-04 06:13:14,7,Highly recommended!,5
Chad Carpenter,2023-09-03 04:23:40,228,Wasn't disappointed but wasn't impressed either.,3
Justin Baker,2023-09-04 05:12:23,495,Average service.,3
Dylan Ibarra,2023-09-04 00:19:55,485,Had higher expectations.,2
Russell Avila,2023-09-03 09:38:18,9,Disastrous visit!,1
Ryan Nelson,2023-09-03 10:41:55,163,Mediocre at best.,2
Daniel Jones,2023-09-01 22:36:25,141,Expected better.,2
Lisa Rose,2023-09-03 12:56:24,365,Neither good nor bad.,3
Daniel Miller,2023-09-02 21:11:40,499,Wasn't disappointed but wasn't impressed either.,3
Mary Wright,2023-09-03 09:45:09,505,Typical visit.,3
Tasha Brooks,2023-09-04 10:42:31,138,"Nothing to complain about, but nothing great either.",3
Nicole Johnson,2023-09-04 18:48:31,159,Highly recommended!,5
Matthew Romero,2023-09-01 09:31:56,48,I'm satisfied.,4
Kimberly Patel,2023-09-03 09:00:14,156,Unpleasant staff.,1
Carolyn Myers,2023-09-01 07:56:36,304,Disastrous visit!,1
Edward Perry,2023-09-01 07:55:55,526,Expected better.,2
Gary Parsons,2023-09-03 12:28:43,131,I'm not impressed.,2
Kelly Foster,2023-09-01 01:02:58,26,Very dissatisfied!,1
Dennis Anthony,2023-09-02 00:26:06,117,Not great.,2
Stephen Delgado,2023-09-01 08:30:02,254,Good value for money.,4
John Stokes,2023-09-04 22:58:53,522,Will come again.,4
Scott Tucker,2023-09-04 22:43:50,308,I had a pleasant time.,4
Chase Weeks,2023-09-02 16:27:28,463,Exceptional service!,5
Tracey Gutierrez,2023-09-03 03:24:59,304,I'm satisfied.,4
Stephanie King,2023-09-02 16:27:40,241,Expected better.,2
Angela Richards,2023-09-02 13:36:31,160,Very happy!,5
Gary Parsons,2023-09-01 01:08:35,394,A bit disappointing.,2
Chad Carpenter,2023-09-03 02:40:56,458,Exceptional service!,5
Monique Skinner,2023-09-03 20:41:29,549,Quite enjoyable!,4
Marvin Holt,2023-09-03 19:29:55,517,Not great.,2
Thomas Green,2023-09-04 02:57:46,174,I had a pleasant time.,4
Gerald Wheeler,2023-09-01 06:49:17,371,Could be better.,2
Jason Oneill,2023-09-02 12:30:15,365,Will come again.,4
Denise Fernandez,2023-09-04 11:29:30,67,Exceptional service!,5
Mr. Daniel Coleman,2023-09-01 12:04:10,47,I'd recommend this to a friend.,4
Ryan Oconnor,2023-09-03 12:05:58,480,Will come again.,4
Dawn Gates,2023-09-01 07:29:52,155,Service was decent.,3
Kathleen Dunn,2023-09-04 00:32:55,42,Disastrous visit!,1
Max Thomas,2023-09-02 16:32:06,193,I regret coming here.,1
William Palmer,2023-09-03 08:05:41,197,Couldn't have been better!,5
Nicole Phillips,2023-09-04 19:30:36,207,Quite enjoyable!,4
Nathan Lucas,2023-09-04 18:28:30,318,It was fine.,3
Alison Bradley,2023-09-02 00:22:58,184,Could be better.,2
Amy Daniels,2023-09-03 03:47:36,240,Won't be my first choice next time.,2
Dr. Roger Nelson,2023-09-04 08:18:32,160,Neither good nor bad.,3
Michael Carter,2023-09-03 00:36:12,174,It was fine.,3
Michelle Humphrey,2023-09-03 08:00:54,202,Best experience in a while!,5
Tammy Gonzalez,2023-09-01 22:04:09,447,Very happy!,5
Daniel Winters,2023-09-02 16:47:56,19,It was fine.,3
Patricia Barnes,2023-09-01 16:31:14,202,Exceptional service!,5
Felicia Tanner,2023-09-01 00:09:33,156,Took too long.,2
Bruce Rogers,2023-09-04 09:23:55,381,Won't come again.,1
Isaac Garcia,2023-09-01 20:04:30,443,It was fine.,3
Brittney Richardson,2023-09-01 22:59:38,143,Won't come again.,1
Mark Cardenas,2023-09-03 03:34:58,376,Exceptional service!,5
Douglas Mccann,2023-09-02 01:24:55,192,Excellent service!,5
Victoria Ramsey,2023-09-01 13:16:13,397,Service was decent.,3
Joshua Williams,2023-09-03 10:49:56,87,Could be better.,2
Douglas Brown,2023-09-02 01:42:03,201,It was fine.,3
Kristine Roberts,2023-09-01 04:58:18,345,I'd recommend this to a friend.,4
Tony Kerr,2023-09-03 04:58:15,122,Service was swift.,4
Melissa Cruz,2023-09-02 18:25:25,159,Won't be my first choice next time.,2
Victoria Walker,2023-09-04 14:23:43,312,I'd recommend this to a friend.,4
Patricia Williams,2023-09-03 01:56:23,490,Service was decent.,3
John Holloway,2023-09-01 14:03:00,188,Could be better.,2
James Blevins,2023-09-04 05:28:09,526,Won't be my first choice next time.,2
Dylan Silva,2023-09-01 01:37:03,165,I'm not impressed.,2
Robert Harper,2023-09-01 20:45:04,415,Waste of time.,1
Curtis Lopez,2023-09-02 19:19:04,415,Couldn't have been better!,5
Anthony Garcia,2023-09-01 07:21:13,528,Had higher expectations.,2
Austin Atkins,2023-09-02 00:28:41,341,Pretty good!,4
Michelle Orozco,2023-09-01 13:25:04,75,It was fine.,3
Jeremiah Perez,2023-09-03 19:14:36,380,I'll definitely be back.,5
Mike Rodriguez,2023-09-03 04:04:21,230,Average service.,3
Lindsey Johnson,2023-09-04 17:13:20,299,Might come back.,3
Devin Hicks,2023-09-02 21:39:11,451,Okay for the price.,3
Bryan Perkins,2023-09-03 19:03:02,469,"Staff was okay, service wasn't.",2
Nicole Brown,2023-09-03 15:55:55,503,Unpleasant staff.,1
Brandon Nichols,2023-09-01 16:31:40,386,Mediocre at best.,2
John Holloway,2023-09-03 21:13:09,270,Exceptional service!,5
James Wilson,2023-09-04 07:52:44,215,Impressive attention to detail.,5
Amanda Cortez,2023-09-02 20:45:43,199,Very happy!,5
Dustin Stephens,2023-09-01 04:19:23,506,Best experience in a while!,5
Kyle Carrillo,2023-09-03 11:42:07,411,Won't come again.,1
Miss Melissa Perez,2023-09-04 03:34:33,107,Expected better.,2
Jose Holmes,2023-09-03 09:46:33,234,Wasn't disappointed but wasn't impressed either.,3
Steven Wilson DDS,2023-09-04 03:33:41,151,A bit disappointing.,2
John Holloway,2023-09-04 10:20:00,410,I'd recommend this to a friend.,4
Gina Ray,2023-09-02 13:48:32,65,It was fine.,3
Tyler Ryan,2023-09-04 11:42:56,269,Frustrating experience.,1
Kathryn Henry DVM,2023-09-03 20:49:59,244,Best experience in a while!,5
Rebecca Wilson DVM,2023-09-02 07:29:27,256,Best experience in a while!,5
Christine Wagner,2023-09-01 16:03:03,106,Took too long.,2
Christopher Fletcher,2023-09-01 03:23:50,184,The worst experience ever!,1
Jennifer Stark,2023-09-02 11:16:50,479,Expected better.,2
Curtis Lopez,2023-09-02 14:29:55,274,I'll definitely be back.,5
Zachary Thompson,2023-09-03 18:25:57,534,Service was swift.,4
Austin Griffith,2023-09-01 06:52:17,3,A bit disappointing.,2
Stacy Marquez,2023-09-01 14:28:26,443,Service was swift.,4
Jesus Griffin,2023-09-01 04:31:08,531,I'm satisfied.,4
Walter Palmer,2023-09-02 01:29:34,430,Highly recommended!,5
Sandra Bowen,2023-09-01 11:02:58,304,Mediocre at best.,2
Dennis Anthony,2023-09-01 11:36:25,279,Good value for money.,4
Ryan Lewis,2023-09-04 17:07:55,165,I had a pleasant time.,4
Jennifer Stark,2023-09-04 21:10:35,218,Won't come again.,1
Christy Mendoza,2023-09-02 05:23:48,404,Typical visit.,3
Ashley Shah,2023-09-01 19:23:45,282,Average service.,3
Sandra Taylor,2023-09-03 21:46:25,229,Best experience in a while!,5
Brendan Owen,2023-09-03 09:00:28,393,Had higher expectations.,2
Cynthia Brown,2023-09-04 12:52:04,398,Better than I expected!,4
John Holloway,2023-09-03 05:55:33,166,I had a pleasant time.,4
Travis Vargas,2023-09-03 00:49:05,110,Service was decent.,3
Cody Cruz,2023-09-03 06:04:48,327,"Staff was okay, service wasn't.",2
Amy Flowers,2023-09-01 10:18:57,113,Won't come again.,1
Rachel Melton,2023-09-02 13:47:58,412,Took too long.,2
Samuel Cabrera,2023-09-04 15:50:27,421,Average service.,3
Bridget Torres,2023-09-04 01:53:52,17,Very happy!,5
Stephanie King,2023-09-02 02:49:10,512,Perfect ambiance!,5
Suzanne Flores,2023-09-01 14:18:38,225,I regret coming here.,1
Katelyn White,2023-09-04 09:04:56,118,Better than I expected!,4
Robert Fischer,2023-09-02 12:07:01,536,A bit disappointing.,2
Victoria Fleming,2023-09-03 20:54:20,283,Very happy!,5
Donna Palmer,2023-09-03 23:38:22,515,Wasn't disappointed but wasn't impressed either.,3
Amber Jensen,2023-09-01 11:02:55,335,Excellent service!,5
Michael Baker,2023-09-02 00:18:31,77,I'm not impressed.,2
Jared Hodge,2023-09-01 01:20:20,493,It was okay.,3
Stephen Wilson,2023-09-02 23:07:35,179,Neither good nor bad.,3
Grant Johnson,2023-09-01 02:11:37,507,The staff went above and beyond.,5
Lindsey Johnson,2023-09-01 13:07:13,431,I'm not impressed.,2
Travis Johnson,2023-09-02 11:49:11,235,Service was decent.,3
Steven Wilson DDS,2023-09-04 03:12:49,159,Better than I expected!,4
Lauren Castro,2023-09-01 07:53:22,430,"Nothing to complain about, but nothing great either.",3
Cynthia Parker,2023-09-03 12:50:31,115,Will come again.,4
Alyssa Simpson,2023-09-04 13:41:04,285,Couldn't have been better!,5
Angela Richards,2023-09-02 20:00:58,142,Terrible ambiance.,1
Tammy Glass,2023-09-02 05:07:26,363,Typical visit.,3
Mark Young PhD,2023-09-04 09:27:44,188,"Nothing to complain about, but nothing great either.",3
Mary Gonzalez,2023-09-01 19:51:00,426,I'll definitely be back.,5
Joseph King,2023-09-02 17:32:03,517,Won't come again.,1
Jeffrey Bauer,2023-09-04 04:33:13,396,Unpleasant staff.,1
Nicole Phillips,2023-09-02 01:45:45,358,Might come back.,3
Samuel Spencer,2023-09-01 19:42:45,266,Good value for money.,4
Beverly James,2023-09-01 21:08:33,491,Okay for the price.,3
William Johnson,2023-09-03 20:06:48,252,Could be better.,2
Adam Cantu,2023-09-02 12:20:42,539,Very dissatisfied!,1
Douglas Mccann,2023-09-02 07:48:12,311,Typical visit.,3
Zachary Villa,2023-09-03 14:38:34,338,Won't come again.,1
Natalie Rubio,2023-09-03 11:31:27,127,Terrible ambiance.,1
Sue Garcia,2023-09-02 11:50:25,405,Good value for money.,4
Logan Clark,2023-09-04 03:05:06,335,Might come back.,3
Isabella Allen,2023-09-04 22:43:31,467,Average service.,3
Kathy Weaver,2023-09-04 23:35:40,537,The worst experience ever!,1
Christy Mendoza,2023-09-04 04:18:55,332,Excellent service!,5
Karen Hurley,2023-09-04 08:42:51,426,A bit disappointing.,2
Amy Rodriguez,2023-09-01 07:17:27,275,A bit disappointing.,2
Joshua Ramos,2023-09-04 11:42:18,39,Typical visit.,3
Samantha Hughes DDS,2023-09-04 20:22:47,381,The staff went above and beyond.,5
Nancy Gregory,2023-09-02 05:22:04,369,Okay for the price.,3
Tonya King,2023-09-02 20:49:40,368,Had higher expectations.,2
Victoria Fleming,2023-09-01 11:11:23,33,A bit disappointing.,2
Joseph Kidd,2023-09-01 13:57:10,279,I'm satisfied.,4
Christine Sloan,2023-09-04 19:49:52,423,Horrible service!,1
Michael Anderson,2023-09-03 11:34:03,1,Mediocre at best.,2
Mark Webster,2023-09-02 23:45:49,261,Unpleasant staff.,1
Tracy Fox,2023-09-03 19:38:03,202,"Nothing to complain about, but nothing great either.",3
Katelyn White,2023-09-01 04:30:58,76,Pretty good!,4
Amanda Rodgers,2023-09-03 18:04:13,439,Friendly staff.,4
Mr. Matthew Spears,2023-09-04 13:34:36,213,I'll definitely be back.,5
James Hardy,2023-09-03 13:51:34,110,Highly recommended!,5
David Casey,2023-09-04 17:29:40,437,Friendly staff.,4
Diane Snyder,2023-09-04 15:08:43,148,Okay for the price.,3
Jennifer Mcfarland,2023-09-04 16:19:39,137,Excellent service!,5
Victor Aguilar,2023-09-04 04:22:00,305,Exceptional service!,5
Katherine Harris,2023-09-04 03:58:26,296,I'll definitely be back.,5
Sarah Lewis,2023-09-02 17:21:34,47,It was okay.,3
Chad Carpenter,2023-09-04 17:55:16,50,Friendly staff.,4
Amanda Davis,2023-09-02 22:42:16,206,Service was swift.,4
Julie Mcneil,2023-09-02 03:59:42,499,Exceptional service!,5
Cheryl Boyd,2023-09-04 10:47:27,296,Pretty good!,4
John Koch,2023-09-02 14:53:51,366,Best experience in a while!,5
Randy Clarke,2023-09-04 14:30:18,118,Perfect ambiance!,5
Dominic Gilbert,2023-09-01 16:10:20,526,Unpleasant staff.,1
Grant Johnson,2023-09-01 13:26:07,412,I'll definitely be back.,5
Kimberly Whitney,2023-09-02 20:20:08,315,Friendly staff.,4
Adam Cantu,2023-09-03 06:23:33,128,Mediocre at best.,2
Sandra Taylor,2023-09-04 03:06:22,262,Horrible service!,1
Anthony Hicks,2023-09-02 14:01:57,89,Might come back.,3
Haley Payne,2023-09-04 14:37:53,105,I'm not impressed.,2
Kathleen Dunn,2023-09-04 15:08:16,296,Quite enjoyable!,4
Victoria Fleming,2023-09-03 11:46:44,159,Typical visit.,3
Amy Daniels,2023-09-01 22:47:10,280,Wasn't disappointed but wasn't impressed either.,3
Jeffrey White,2023-09-03 13:08:32,220,Good value for money.,4
Nicole Brown,2023-09-02 14:13:06,537,Better than I expected!,4
Chris Gonzalez,2023-09-01 04:03:06,33,Mediocre at best.,2
Julian Jimenez,2023-09-02 16:00:29,137,I'm not impressed.,2
Julie Mcneil,2023-09-02 21:42:42,229,Very dissatisfied!,1
Steven Gardner,2023-09-02 19:42:10,336,Had higher expectations.,2
Kimberly Stephenson,2023-09-02 21:03:14,406,Expected better.,2
Regina Black,2023-09-03 07:20:10,221,Good value for money.,4
Dylan Ibarra,2023-09-04 01:04:31,369,I had a pleasant time.,4
Joshua Estrada,2023-09-02 04:27:23,152,Very happy!,5
Ryan Hoffman,2023-09-02 06:33:02,217,Mediocre at best.,2
John Holloway,2023-09-02 04:25:56,105,I'll definitely be back.,5
Amanda Davis,2023-09-01 00:18:30,52,Excellent service!,5
Victoria Clark,2023-09-01 20:31:37,8,Excellent service!,5
David Hughes,2023-09-01 18:32:20,97,Unpleasant staff.,1
Steven Proctor,2023-09-02 00:56:41,11,Wasn't disappointed but wasn't impressed either.,3
Joshua Edwards,2023-09-01 11:55:17,445,I'll definitely be back.,5
Angela Anderson,2023-09-03 05:24:01,61,Best experience in a while!,5
Jennifer Adams,2023-09-01 09:12:13,419,Expected better.,2
Nancy Gregory,2023-09-02 17:33:52,81,It was fine.,3
Stephen Camacho,2023-09-02 10:01:32,190,A bit disappointing.,2
Shawn Smith,2023-09-03 03:57:35,107,Impressive attention to detail.,5
Joshua Lee,2023-09-03 19:42:46,190,A bit disappointing.,2
Stephanie Fox,2023-09-04 07:05:06,414,It was okay.,3
Joseph Stevens,2023-09-03 14:07:57,269,A bit disappointing.,2
Nicholas Wood,2023-09-02 17:39:13,27,Better than I expected!,4
Michael Carter,2023-09-01 21:22:23,111,I'm satisfied.,4
Laurie Young,2023-09-03 13:02:08,127,Service was decent.,3
Dawn Gates,2023-09-03 22:30:49,237,Neither good nor bad.,3
Matthew Cole,2023-09-01 19:22:31,432,A bit disappointing.,2
Erin Hall,2023-09-01 07:13:35,210,Horrible service!,1
Dr. Traci Gordon,2023-09-02 13:17:21,467,Won't be my first choice next time.,2
Joshua Williams,2023-09-03 19:15:56,26,Waste of time.,1
Tracy Fox,2023-09-01 17:23:38,479,I'm satisfied.,4
Catherine Olson,2023-09-03 04:03:19,338,Wasn't disappointed but wasn't impressed either.,3
Walter Palmer,2023-09-03 03:58:06,175,Service was swift.,4
Katelyn White,2023-09-01 07:36:38,271,Perfect ambiance!,5
Laura Obrien,2023-09-01 18:49:25,507,Exceptional service!,5
Haley Phillips MD,2023-09-04 00:46:04,52,Friendly staff.,4
Nathan Hanna MD,2023-09-02 20:52:58,124,I'd recommend this to a friend.,4
Mike Suarez,2023-09-02 10:50:47,16,A bit disappointing.,2
Crystal Moore,2023-09-02 06:13:16,446,Best experience in a while!,5
Pamela Davis,2023-09-02 06:38:00,305,Okay for the price.,3
Jeremy Jones,2023-09-04 15:24:49,225,Impressive attention to detail.,5
Lauren Olson,2023-09-02 05:28:58,277,Very happy!,5
Bianca Smith,2023-09-04 19:40:03,534,A bit disappointing.,2
Michelle Barrera,2023-09-01 02:10:42,478,Will come again.,4
Megan Carter,2023-09-03 08:33:23,262,Terrible ambiance.,1
Derek Beck,2023-09-03 01:48:36,455,Good value for money.,4
Chris Gonzalez,2023-09-02 22:19:35,308,Typical visit.,3
Kelsey Peck,2023-09-03 08:47:10,528,"Staff was okay, service wasn't.",2
Samuel Cabrera,2023-09-01 21:36:04,454,Will come again.,4
Michael Carter,2023-09-02 11:48:12,214,Okay for the price.,3
Mariah Sweeney,2023-09-03 05:10:09,392,Pretty good!,4
Kelly Evans,2023-09-02 15:38:44,496,It was fine.,3
Jack Frederick,2023-09-03 08:03:30,489,Okay for the price.,3
Stephanie Sanders,2023-09-04 14:20:07,416,Won't come again.,1
Michelle Parsons,2023-09-03 06:53:49,522,Unpleasant staff.,1
Joseph King,2023-09-02 20:26:04,260,I'll definitely be back.,5
Michelle Williams,2023-09-04 11:23:54,346,Good value for money.,4
Melissa Cruz,2023-09-01 03:09:53,520,Could be better.,2
Amanda Porter,2023-09-03 20:36:05,322,Not great.,2
Christine Sloan,2023-09-03 23:06:02,218,The worst experience ever!,1
Gene Silva,2023-09-03 04:42:52,75,Very dissatisfied!,1
Miss Melissa Perez,2023-09-01 15:20:19,510,Okay for the price.,3
Sandra Taylor,2023-09-03 16:57:26,24,Wasn't disappointed but wasn't impressed either.,3
Joshua Edwards,2023-09-03 09:13:32,201,Service was swift.,4
Angela Sanchez,2023-09-01 08:44:12,488,Highly recommended!,5
Anthony Fox,2023-09-02 04:08:17,193,Best experience in a while!,5
Jeffrey Delgado,2023-09-01 00:25:40,75,Pretty good!,4
Darryl Walls,2023-09-04 15:38:43,244,I'll definitely be back.,5
David Dickson,2023-09-01 19:09:22,68,I'm satisfied.,4
James Meza,2023-09-02 16:25:28,353,I had a pleasant time.,4
Angela Sanchez,2023-09-04 20:12:45,138,Average service.,3
Sharon Davis,2023-09-02 12:04:27,404,Terrible ambiance.,1
Kelly Jimenez,2023-09-04 03:23:40,344,Mediocre at best.,2
Melissa Whitehead,2023-09-04 23:53:10,341,Waste of time.,1
Mariah Sweeney,2023-09-01 19:56:03,7,Impressive attention to detail.,5
Stephanie Nguyen,2023-09-01 18:00:32,39,Service was decent.,3
Zachary Thompson,2023-09-01 05:52:15,5,I'm satisfied.,4
Courtney Johnson,2023-09-03 15:09:47,390,I'd recommend this to a friend.,4
Kristine Roberts,2023-09-03 19:09:40,227,It was fine.,3
Tammy Simpson,2023-09-04 00:03:21,194,Best experience in a while!,5
Diane Walker,2023-09-02 21:17:23,431,Mediocre at best.,2
Tracy Fox,2023-09-03 11:11:30,190,Took too long.,2
Jacqueline Barnes,2023-09-04 15:35:54,433,Impressive attention to detail.,5
Jennifer Martin,2023-09-03 18:27:09,228,I'll definitely be back.,5
Tricia Kelly,2023-09-03 03:09:28,299,Highly recommended!,5
Christine Smith,2023-09-02 22:13:39,450,Very dissatisfied!,1
Joseph Barnes,2023-09-04 20:19:45,530,Won't be my first choice next time.,2
Jack Sparks,2023-09-02 16:30:44,162,I had a pleasant time.,4
Diane Snyder,2023-09-04 22:49:02,186,Mediocre at best.,2
Mike Rodriguez,2023-09-01 23:10:06,125,Best experience in a while!,5
Matthew Ayala,2023-09-01 03:06:31,47,Disastrous visit!,1
Tamara Page,2023-09-01 13:54:10,240,Might come back.,3
Lindsay Bates,2023-09-02 16:51:00,364,Exceptional service!,5
Mary Collins,2023-09-03 17:11:05,526,I'm not impressed.,2
Roberto Elliott,2023-09-03 17:47:59,447,Friendly staff.,4
Alexandra Allen,2023-09-03 10:54:49,476,I'll definitely be back.,5
James Morris,2023-09-02 20:07:44,504,Took too long.,2
Kimberly Wolfe,2023-09-04 21:29:31,345,Neither good nor bad.,3
Alexandra Allen,2023-09-02 16:17:20,311,The worst experience ever!,1
Robert Riggs,2023-09-03 07:06:00,483,Typical visit.,3
Daniel Winters,2023-09-04 04:35:43,302,Disastrous visit!,1
Darryl Walls,2023-09-03 19:39:31,416,Very dissatisfied!,1
Joshua Williams,2023-09-03 06:28:17,454,Impressive attention to detail.,5
Patricia Williams,2023-09-03 20:21:25,360,Won't come again.,1
Michael Tran,2023-09-03 14:11:28,51,Best experience in a while!,5
Matthew Meza,2023-09-02 17:36:30,444,I'm not impressed.,2
Margaret Perry,2023-09-02 23:29:20,135,Pretty good!,4
Kevin Martin,2023-09-04 08:00:28,516,Highly recommended!,5
Marie Dillon,2023-09-03 05:09:03,328,Friendly staff.,4
Brian Johns,2023-09-03 14:50:57,331,Very happy!,5
Karen Potter DDS,2023-09-02 14:20:32,476,I'm not impressed.,2
James Nelson,2023-09-03 01:44:36,532,Okay for the price.,3
Troy Johns,2023-09-03 12:35:30,91,It was fine.,3
Melissa Glenn,2023-09-04 08:27:38,299,Okay for the price.,3
Chad Nguyen,2023-09-02 04:19:21,479,Could be better.,2
Andrew Ramirez,2023-09-03 12:27:49,278,A bit disappointing.,2
Matthew Carson,2023-09-02 23:42:45,382,Average service.,3
Jennifer Fletcher,2023-09-02 11:57:52,195,Service was decent.,3
Thomas Hughes,2023-09-03 20:21:07,43,Had higher expectations.,2
Jacqueline Barnes,2023-09-03 23:58:09,202,Perfect ambiance!,5
William Palmer,2023-09-04 11:52:09,27,Excellent service!,5
Thomas Lawrence,2023-09-04 05:14:24,207,Will come again.,4
Stacey Brown,2023-09-03 08:09:28,525,I'll definitely be back.,5
Matthew Ayala,2023-09-02 18:29:08,336,Couldn't have been better!,5
John Wells,2023-09-02 11:25:57,156,I regret coming here.,1
Hannah Dominguez,2023-09-02 15:13:33,429,The staff went above and beyond.,5
Katie Cooper,2023-09-04 20:17:11,78,Very happy!,5
